nama_variabel;nama_variabel_turunan;nama_tahun;nama_turunan_tahun;data_content;nama_item_vertical_variabel
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2015;"Semester 2 (September)";290237;"MALUKU UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2015;"Semester 2 (September)";364325;"PAPUA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2015;"Semester 2 (September)";305579;PAPUA
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2015;"Semester 2 (September)";251943;INDONESIA
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 1 (Maret)";306243;ACEH
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 1 (Maret)";290096;"SUMATERA UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 1 (Maret)";312154;"SUMATERA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 1 (Maret)";292026;RIAU
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 1 (Maret)";319954;JAMBI
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 1 (Maret)";275736;"SUMATERA SELATAN"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 1 (Maret)";315710;BENGKULU
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 1 (Maret)";279240;LAMPUNG
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 1 (Maret)";365938;"KEP. BANGKA BELITUNG"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 1 (Maret)";326014;"KEP. RIAU"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 1 (Maret)";329644;"DKI JAKARTA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 1 (Maret)";228191;"JAWA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 1 (Maret)";224987;"JAWA TENGAH"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 1 (Maret)";254284;"DI YOGYAKARTA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 1 (Maret)";225900;"JAWA TIMUR"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 1 (Maret)";256536;BANTEN
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 1 (Maret)";237835;BALI
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 1 (Maret)";251734;"NUSA TENGGARA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 1 (Maret)";275382;"NUSA TENGGARA TIMUR"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 1 (Maret)";265291;"KALIMANTAN BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 1 (Maret)";264149;"KALIMANTAN TENGAH"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 1 (Maret)";248602;"KALIMANTAN SELATAN"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 1 (Maret)";359194;"KALIMANTAN TIMUR"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 1 (Maret)";367378;"KALIMANTAN UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 1 (Maret)";232497;"SULAWESI UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 1 (Maret)";275962;"SULAWESI TENGAH"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 1 (Maret)";193372;"SULAWESI SELATAN"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 1 (Maret)";205281;"SULAWESI TENGGARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 1 (Maret)";209232;GORONTALO
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 1 (Maret)";215503;"SULAWESI BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 1 (Maret)";301282;MALUKU
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 1 (Maret)";301209;"MALUKU UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 1 (Maret)";355672;"PAPUA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 1 (Maret)";305903;PAPUA
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 1 (Maret)";255181;INDONESIA
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 2 (September)";319768;ACEH
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 2 (September)";302027;"SUMATERA UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 2 (September)";322168;"SUMATERA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 2 (September)";301570;RIAU
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 2 (September)";328157;JAMBI
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 2 (September)";283334;"SUMATERA SELATAN"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 2 (September)";335957;BENGKULU
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 2 (September)";284222;LAMPUNG
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 2 (September)";387559;"KEP. BANGKA BELITUNG"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 2 (September)";334582;"KEP. RIAU"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 2 (September)";334938;"DKI JAKARTA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 2 (September)";233953;"JAWA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 2 (September)";231212;"JAWA TENGAH"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 2 (September)";257677;"DI YOGYAKARTA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 2 (September)";233472;"JAWA TIMUR"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 2 (September)";261285;BANTEN
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 2 (September)";242429;BALI
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 2 (September)";252343;"NUSA TENGGARA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 2 (September)";277266;"NUSA TENGGARA TIMUR"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 2 (September)";275590;"KALIMANTAN BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 2 (September)";271490;"KALIMANTAN TENGAH"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 2 (September)";257170;"KALIMANTAN SELATAN"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 2 (September)";370609;"KALIMANTAN TIMUR"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 2 (September)";379442;"KALIMANTAN UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 2 (September)";234016;"SULAWESI UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 2 (September)";281450;"SULAWESI TENGAH"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 2 (September)";196645;"SULAWESI SELATAN"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 2 (September)";209281;"SULAWESI TENGGARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 2 (September)";211756;GORONTALO
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 2 (September)";220419;"SULAWESI BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 2 (September)";309375;MALUKU
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 2 (September)";311558;"MALUKU UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 2 (September)";370573;"PAPUA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 2 (September)";314057;PAPUA
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2016;"Semester 2 (September)";259886;INDONESIA
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 1 (Maret)";315697;ACEH
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 1 (Maret)";304942;"SUMATERA UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 1 (Maret)";332415;"SUMATERA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 1 (Maret)";326262;RIAU
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 1 (Maret)";270888;JAMBI
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 1 (Maret)";263912;"SUMATERA SELATAN"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 1 (Maret)";333753;BENGKULU
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 1 (Maret)";272168;LAMPUNG
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 1 (Maret)";409399;"KEP. BANGKA BELITUNG"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 1 (Maret)";353153;"KEP. RIAU"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 1 (Maret)";-;"DKI JAKARTA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 1 (Maret)";246605;"JAWA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 1 (Maret)";237901;"JAWA TENGAH"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 1 (Maret)";246960;"DI YOGYAKARTA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 1 (Maret)";243840;"JAWA TIMUR"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 1 (Maret)";262861;BANTEN
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 1 (Maret)";230108;BALI
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 1 (Maret)";249490;"NUSA TENGGARA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 1 (Maret)";252012;"NUSA TENGGARA TIMUR"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 1 (Maret)";277422;"KALIMANTAN BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 1 (Maret)";316546;"KALIMANTAN TENGAH"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 1 (Maret)";286982;"KALIMANTAN SELATAN"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 1 (Maret)";364879;"KALIMANTAN TIMUR"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 1 (Maret)";372825;"KALIMANTAN UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 1 (Maret)";255577;"SULAWESI UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 1 (Maret)";291258;"SULAWESI TENGAH"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 1 (Maret)";209095;"SULAWESI SELATAN"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 1 (Maret)";212249;"SULAWESI TENGGARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 1 (Maret)";224958;GORONTALO
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 1 (Maret)";230339;"SULAWESI BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 1 (Maret)";327734;MALUKU
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 1 (Maret)";298037;"MALUKU UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 1 (Maret)";382574;"PAPUA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 1 (Maret)";328157;PAPUA
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 1 (Maret)";266132;INDONESIA
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 2 (September)";324854;ACEH
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 2 (September)";313234;"SUMATERA UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 2 (September)";341816;"SUMATERA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 2 (September)";333174;RIAU
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 2 (September)";277173;JAMBI
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 2 (September)";270182;"SUMATERA SELATAN"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 2 (September)";335624;BENGKULU
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 2 (September)";273647;LAMPUNG
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 2 (September)";427177;"KEP. BANGKA BELITUNG"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 2 (September)";366411;"KEP. RIAU"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 2 (September)";-;"DKI JAKARTA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 2 (September)";250274;"JAWA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 2 (September)";241079;"JAWA TENGAH"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 2 (September)";250244;"DI YOGYAKARTA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 2 (September)";246687;"JAWA TIMUR"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 2 (September)";264755;BANTEN
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 2 (September)";233243;BALI
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 2 (September)";249501;"NUSA TENGGARA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 2 (September)";254257;"NUSA TENGGARA TIMUR"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 2 (September)";289535;"KALIMANTAN BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 2 (September)";320315;"KALIMANTAN TENGAH"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 2 (September)";294159;"KALIMANTAN SELATAN"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 2 (September)";375619;"KALIMANTAN TIMUR"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 2 (September)";386598;"KALIMANTAN UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 2 (September)";255908;"SULAWESI UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 2 (September)";294686;"SULAWESI TENGAH"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 2 (September)";210928;"SULAWESI SELATAN"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 2 (September)";215718;"SULAWESI TENGGARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 2 (September)";226546;GORONTALO
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 2 (September)";233676;"SULAWESI BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 2 (September)";333547;MALUKU
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 2 (September)";301999;"MALUKU UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 2 (September)";391900;"PAPUA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 2 (September)";336344;PAPUA
"Garis Kemiskinan Makanan Menurut Provinsi";Perdesaan;2016;"Semester 2 (September)";270038;INDONESIA
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";312801;ACEH
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";296832;"SUMATERA UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";326993;"SUMATERA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";312352;RIAU
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";284973;JAMBI
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";269320;"SUMATERA SELATAN"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";324851;BENGKULU
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";274437;LAMPUNG
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";388454;"KEP. BANGKA BELITUNG"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";330442;"KEP. RIAU"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";329644;"DKI JAKARTA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";234108;"JAWA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";231673;"JAWA TENGAH"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";252284;"DI YOGYAKARTA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";236455;"JAWA TIMUR"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";261057;BANTEN
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";234393;BALI
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";250371;"NUSA TENGGARA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";256245;"NUSA TENGGARA TIMUR"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";275121;"KALIMANTAN BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";299485;"KALIMANTAN TENGAH"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";270862;"KALIMANTAN SELATAN"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";363918;"KALIMANTAN TIMUR"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";367944;"KALIMANTAN UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";246007;"SULAWESI UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";289910;"SULAWESI TENGAH"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";203918;"SULAWESI SELATAN"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";210619;"SULAWESI TENGGARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";219469;GORONTALO
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";227208;"SULAWESI BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";318165;MALUKU
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";295078;"MALUKU UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";372548;"PAPUA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";321910;PAPUA
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";260469;INDONESIA
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 2 (September)";323548;ACEH
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 2 (September)";308037;"SUMATERA UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 2 (September)";334358;"SUMATERA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 2 (September)";321762;RIAU
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 2 (September)";292122;JAMBI
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 2 (September)";275036;"SUMATERA SELATAN"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 2 (September)";335717;BENGKULU
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 2 (September)";276216;LAMPUNG
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 2 (September)";407858;"KEP. BANGKA BELITUNG"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 2 (September)";339924;"KEP. RIAU"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 2 (September)";334938;"DKI JAKARTA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 2 (September)";238945;"JAWA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 2 (September)";236403;"JAWA TENGAH"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 2 (September)";255304;"DI YOGYAKARTA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 2 (September)";240180;"JAWA TIMUR"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 2 (September)";262442;BANTEN
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 2 (September)";238822;BALI
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 2 (September)";250737;"NUSA TENGGARA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 2 (September)";258985;"NUSA TENGGARA TIMUR"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 2 (September)";285537;"KALIMANTAN BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 2 (September)";303541;"KALIMANTAN TENGAH"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 2 (September)";278536;"KALIMANTAN SELATAN"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 2 (September)";372417;"KALIMANTAN TIMUR"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 2 (September)";382698;"KALIMANTAN UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 2 (September)";246173;"SULAWESI UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 2 (September)";291528;"SULAWESI TENGAH"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 2 (September)";205767;"SULAWESI SELATAN"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 2 (September)";213918;"SULAWESI TENGGARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 2 (September)";221772;GORONTALO
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 2 (September)";230960;"SULAWESI BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 2 (September)";324381;MALUKU
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 2 (September)";304466;"MALUKU UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 2 (September)";384627;"PAPUA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 2 (September)";331243;PAPUA
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan+Perdesaan;2016;"Semester 2 (September)";264941;INDONESIA
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2017;"Semester 1 (Maret)";330153.07;ACEH
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2017;"Semester 1 (Maret)";311996.83;"SUMATERA UTARA"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2017;"Semester 1 (Maret)";337132.91;"SUMATERA BARAT"
"Garis Kemiskinan Makanan Menurut Provinsi";Perkotaan;2017;"Semester 1 (Maret)";318174;RIAU
